ID,Title,Author
2147,"The evolving impact of global, region-specific and country-specific uncertainty","Mumtaz, Haroon & Musso, Alberto"
2146,"Politics, banks, and sub-sovereign debt: unholy trinity or divine coincidence?","Koetter, Michael & Popov, Alexander"
2145,Who benefits from the corporate QE? A regression discontinuity design approach,"Abidi, Nordine & Miquel-Flores, Ixart"
2144,Countercyclical capital regulation in a small open economy DSGE model,"Lozej, Matija & Onorante, Luca & Rannenberg, Ansgar"
2143,The post-crisis TFP growth slowdown in CEE countries: exploring the role of Global Value Chains,"Chiacchio, Francesco & Gradeva, Katerina & Lopez-Garcia, Paloma"
2142,On the optimal labor income share,"Growiec, Jakub & PeterMcAdam & Muck, Jakub"
2141,Consumption volatility risk and the inversion of the yield curve,"Grasso, Adriana & Natoli, Filippo"
2140,Euro area real-time density forecasting with financial or labor market frictions,"McAdam, Peter & Warne, Anders"
2139,Monetary policy and cross-border interbank market fragmentation: lessons from the crisis,"Blattner, Tobias Sebastian & Swarbrick, Jonathan M."
2138,Detrending and financial cycle facts across G7 countries: mind a spurious medium term!,"Schüler, Yves S."
2137,A minimal moral hazard central stabilisation capacity for the EMU based on world trade,"Beetsma, Roel & Cima, Simone & Cimadomo, Jacopo"
2136,Dealing with endogeneity in threshold models using copulas: an illustration to the foreign trade multiplier,"Christopoulos, Dimitris & McAdam, Peter & Tzavalis, Elias"
2135,Sovereign defaults in court,"Schumacher, Julian & Trebesch, Christoph & Enderlein, Henrik"
2134,Spillovers in space and time: where spatial econometrics and Global VAR models meet,"Elhorst, J. Paul & Gross, Marco & Tereanu, Eugen"
2133,Deconstructing monetary policy surprises: the role of information shocks,"Jarociński, Marek & Karadi, Peter"
2132,Priors for the long run,"Giannone, Domenico & Lenza, Michele & Primiceri, Giorgio E."
2131,Predicting risk premia in short-term interest rates and exchange rates,"Gräb, Johannes & Kostka, Thomas"
2130,Cross-border banking in the EU since the crisis: what is driving the great retrenchment?,"Emter, Lorenz & Schmitz, Martin & Tirpák, Marcel"
2129,Tight money - tight credit: coordination failure in the conduct of monetary and financial policies,"Carrillo, Julio A. & Mendoza, Enrique G. & Nuguer, Victoria & Roldán-Peña, Jessica"
2128,"Time-consistent monetary policy, terms of trade manipulation and welfare in open economies","Schmidt, Sebastian"
2127,"Labour tax reforms, cross-country coordination and the monetary policy stance in the euro area: a structural model-based approach","Jacquinot, Pascal & Lozej, Matija & Pisani, Massimiliano"
2126,"Credit constraints, firm investment and growth: evidence from survey data","Gómez, Miguel García-Posada"
2125,Portfolio rebalancing and the transmission of large-scale asset programmes: evidence from the euro area,"Albertazzi, Ugo & Becker, Bo & Boucinha, Miguel"
2124,Credit shocks and the European labour market,"Bodnár, Katalin & Fadejeva, Ludmila & Hoeberichts, Marco & Peinado, Mario Izquierdo & Jadeau, Christophe & Viviano, Eliana"
2123,Macroprudential regulation in the European Union in 1995-2014: introducing a new data set on policy actions of a macroprudential nature,"Budnik, Katarzyna & Kleibl, Johannes"
2122,How do firms adjust to rises in the minimum wage? Survey evidence from Central and Eastern Europe,"Bodnár, Katalin & Fadejeva, Ludmila & Iordache, Stefania & Malk, Liina & Paskaleva, Desislava & Pesliakaitė, Jurga & Jemec, Nataša Todorović & Tóth, Peter & Wyszyński, Robert"
2121,Agent-based model of system-wide implications of funding risk,"Hałaj, Grzegorz"
2120,Capital and liquidity buffers and the resilience of the banking system in the euro area,"Budnik, Katarzyna & Bochmann, Paul"
2119,Macroeconomic implications of oil price fluctuations: a regime-switching framework for the euro area,"Holm-Hadulla, Fédéric & Hubrich, Kirstin"
2118,Indebtedness in the EU: a drag or a catalyst for growth?,"Mika, Alina & Zumer, Tina"
2117,The employment consequences of SMEs’ credit constraints in the wake of the Great Recession,"Cornille, David & Rycx, François & Tojerow, Ilan"
2116,The portfolio of euro area fund investors and ECB monetary policy announcements,"Bubeck, Johannes & Habib, Maurizio Michael & Manganelli, Simone"
2115,Evidence on finance and economic growth,"Popov, Alexander"
2114,The risk premium channel and long-term growth,"Schumacher, Malte D. & Żochowski, Dawid"
2113,Liquidity provision as a monetary policy tool: the ECB’s non-standard measures after the financial crisis,"Quint, Dominic & Tristani, Oreste"
2112,Common factors of commodity prices,"Delle Chiaie, Simona & Ferrara, Laurent & Giannone, Domenico"
2111,Structural reform waves and economic growth,"Marrazzo, Pasquale Marco & Terzi, Alessio"
2110,A structural model to study the bail-out process in a bank and its macro-prudential policy implications,"Correia, Ricardo & Dubiel-Teleszynski, Tomasz Piotr & Población García, Francisco Javier"
2109,The international bank lending channel of unconventional monetary policy,"Gräb, Johannes & Żochowski, Dawid"
2108,Real exchange rate misalignments in the euro area,"Fidora, Michael & Giordano, Claire & Schmitz, Martin"
2107,On collateral: implications for financial stability and monetary policy,"Corradin, Stefano & Heider, Florian & Hoerova, Marie"
2106,Dissecting long-term Bund yields in the run-up to the ECB's Public Sector Purchase Programme,"Lemke, Wolfgang & Werner, Thomas"
2105,Monetary policy and bank profitability in a low interest rate environment,"Altavilla, Carlo & Boucinha, Miguel & Peydró, José-Luis"
2104,Do we want these two to tango? On zombie firms and stressed banks in Europe,"Storz, Manuela & Koetter, Michael & Setzer, Ralph & Westphal, Andreas"
2103,Asymmetric wage adjustment and employment in European firms,"Marotzke, Petra & Anderton, Robert & Bairrao, Ana & Berson, Clémence & Tóth, Peter"
2102,Price rigidities and the granular origins of aggregate fluctuations,"Pasten, Ernesto & Schoenle, Raphael & Weber, Michael"
2101,Corporate debt and investment: a firm level analysis for stressed euro area countries,"Gebauer, Stefan & Setzer, Ralph & Westphal, Andreas"
2100,"More than a feeling: confidence, uncertainty and macroeconomic fluctuations","Nowzohour, Laura & Stracca, Livio"
2099,Household spending out of a tax rebate: Italian “€80 tax bonus”,"Neri, Andrea & Rondinelli, Concetta & Scoccianti, Filippo"
2098,Do negative interest rates make banks less safe?,"Nucera, Federico & Lucas, André & Schaumburg, Julia & Schwaab, Bernd"
2097,"Firm heterogeneity and aggregate business services exports: micro evidence from Belgium, France, Germany and Spain","Ariu, Andrea & Biewen, Elena & Blank, Sven & Gaulier, Guillaume & González, María Jesus & Meinen, Philipp & Mirza, Daniel & Martín, Cesar & Tello, Patry"
2096,"Home, safe home: cross-country monitoring framework for vulnerabilities in the residential real estate sector","Bengtsson, Elias & Grothe, Magdalena & Lepers, Etienne"
2095,Spillovers from the ECB's non-standard monetary policy measures on south-eastern Europe,"Moder, Isabella"
2094,Subsidising car purchases in the euro area: any spill-over on production?,"Paredes, Joan"
2093,"Why should the world care? Analysis, mechanisms and spillovers of the destination based border adjusted tax","Baumann, Ursel & Dieppe, Alistair & Dizioli, Allan Gloe"
2092,Sources of the small firm financing premium: evidence from euro area banks,"Holton, Sarah & McCann, Fergal"
2091,The political economy of fiscal transparency and independent fiscal councils,"Beetsma, Roel & Debrun, Xavier & Sloof, Randolph"
2090,What drives export market shares? It depends! An empirical analysis using Bayesian Model Averaging,"Osbat, Chiara & Benkovskis, Konstantins & Bluhm, Benjamin & Bobeica, Elena & Zeugner, Stefan"
2089,"Multiple lending, credit lines and financial contagion","Cappelletti, Giuseppe & Mistrulli, Paolo Emilio"
2088,On secular stagnation and low interest rates: demography matters,"Ferrero, Giuseppe & Gross, Marco & Neri, Stefano"
2087,Housing and the tax system: how large are the distortions in the euro area?,"Fatica, Serena & Prammer, Doris"
2086,Credit market competition and the gender gap: evidence from local labor markets,"Popov, Alexander & Zaharia, Sonia"
2085,Between hawks and doves: measuring central bank communication,"Tobback, Ellen & Nardelli, Stefano & Martens, David"
2084,Bank business models at zero interest rates,"Lucas, André & Schaumburg, Julia & Schwaab, Bernd"
2083,Active labour market policies and short-time work arrangements: evidence from a survey of Luxembourg firms,"Efstathiou, Konstantinos & Mathä, Thomas Y. & Veiga, Cindy & Wintr, Ladislav"
2082,"Financial globalisation, monetary policy spillovers and macro-modelling: tales from 1001 shocks","Georgiadis, Georgios & Jančoková, Martina"
2081,Destabilizing effects of bank overleveraging on real activity - an analysis based on a threshold MCS-GVAR,"Gross, Marco & Henry, Jérôme & Semmler, Willi"
2080,Communication of monetary policy in unconventional times,"Coenen, Günter & Ehrmann, Michael & Gaballo, Gaetano & Hoffmann, Peter & Nakov, Anton & Nardelli, Stefano & Persson, Eric & Strasser, Georg"
2079,"The leverage ratio, risk-taking and bank stability","Smith, Jonathan Acosta & Grill, Michael & Lang, Jan Hannes"
2078,When do countries implement structural reforms?,"Da Silva, Antonio Dias & Givone, Audrey & Sondermann, David"
2077,Estimating the impact of shocks to bank capital in the euro area,"Kanngiesser, Derrick & Martin, Reiner & Maurin, Laurent & Moccero, Diego"
2076,Structural asymmetries and financial imbalances in the eurozone,"Jaccard, Ivan & Smets, Frank"
2075,The macroeconomic impact of the ECB's expanded asset purchase programme (APP),"Gambetti, Luca & Musso, Alberto"
2074,Reducing large net foreign liabilities,"Fidora, Michael & Schmitz, Martin & Tcheng, Céline"
2073,House prices and monetary policy in the euro area: evidence from structural VARs,"Nocera, Andrea & Roma, Moreno"
2072,Monetary-fiscal interactions and the euro area's malaise,"Jarociński, Marek & Maćkowiak, Bartosz"
2071,Lobbying in Europe: new firm-level evidence,"Dellis, Konstantinos & Sondermann, David"
2070,Business models of the banks in the euro area,"Farnè, Matteo & Vouldis, Angelos"
2069,Culture and household saving,"Guin, Benjamin"
2068,Knightian uncertainty and credit cycles,"Gerba, Eddie & Żochowski, Dawid"
2067,Government guarantees and the two-way feedback between banking and sovereign debt crises,"Leonello, Agnese"
2066,Determinants of FDI inflows in advanced economies: Does the quality of economic structures matter?,"Dellis, Konstantinos & Sondermann, David & Vansteenkiste, Isabel"
2065,The importance of being special: repo markets during the crisis,"Corradin, Stefano & Maddaloni, Angela"
2064,Sectoral interlinkages in global value chains: spillovers and network effects,"Frohm, Erik & Gunnella, Vanessa"
2063,Does employment protection legislation affect credit access? Evidence from Europe,"Moro, Andrea & Maresch, Daniela & Ferrando, Annalisa & Udell, Gregory F."
2062,The great Irish (de)leveraging 2005-14,"Lydon, Reamonn & McIndoe-Calder, Tara"
2061,"Capital requirements, risk shifting and the mortgage market","Uluc, Arzu & Wieladek, Tomasz"
2060,Reading the Footprints: how foreign investors shape countries' participation in global value chains,"Buelens, Christian & Tirpák, Marcel"
2059,Does marketing widen borders? Cross-country price dispersion in the European car market,"Dvir, Eyal & Strasser, Georg"
2058,On the sources of business cycles: implications for DSGE models,"Andrle, Michal & Brůha, Jan & Solmaz, Serhat"
2057,How to predict financial stress? An assessment of Markov switching models,"Duprey, Thibaut & Klaus, Benjamin"
2056,Bid-to-cover and yield changes around public debt auctions in the euro area,"Beetsma, Roel & Giuliodori, Massimo & Hanson, Jesper & de Jong, Frank"
2055,Spillovers among sovereign debt markets: identification by absolute magnitude restrictions,"De Santis, Roberto A. & Zimic, Srečko"
2054,Do stress tests matter? Evidence from the 2014 and 2016 stress tests,"Georgescu, Oana-Maria & Gross, Marco & Kapp, Daniel & Kok, Christoffer"
2053,Learning from prices: amplication and business fluctuations,"Chahrour, Ryan & Gaballo, Gaetano"
2052,Flow effects of central bank asset purchases on euro area sovereign bond yields: evidence from a natural experiment,"De Santis, Roberto A. & Holm-Hadulla, Fédéric"
2051,Wage bargaining regimes and firms' adjustments to the Great Recession,"Ronchi, Maddalena & di Mauro, Filippo"
2050,"If the Fed sneezes, who catches a cold?","Dedola, Luca & Rivolta, Giulia & Stracca, Livio"
2049,Internal devaluation in currency unions: the role of trade costs and taxes,"Petroulakis, Filippos"
2048,Firm growth in Europe: an overview based on the CompNet labour module,"Fernandez, Cristina & García, Roberto & Lopez-Garcia, Paloma & Marzinotto, Benedicta & Serafini, Roberta & Vanhala, Juuso & Wintr, Ladislav"
2047,Necessity as the mother of invention: monetary policy after the crisis,"Blinder, Alan S. & Ehrmann, Michael & de Haan, Jakob & Jansen, David-Jan"
2046,Home sweet home: the home bias in trade in the European Union,"Mika, Alina"
2045,ECB-Global: introducing ECB's global macroeconomic model for spillover analysis,"Dieppe, Alistair & Georgiadis, Georgios & Ricci, Martino & Van Robays, Ine & van Roye, Björn"
2044,Volatility spillovers of Federal Reserve and ECB balance sheet expansions to emerging market economies,"Apostolou, Apostolos & Beirne, John"
2043,Did the crisis permanently scar the Portuguese labour market? Evidence from a Markov-switching Beveridge curve analysis,"Vansteenkiste, Isabel"
2042,Threshold effects of financial stress on monetary policy rules: a panel data analysis,"van Roye, Björn & Floro, Danvee"
2041,How does risk flow in the credit default swap market?,"Scheicher, Martin & Peltonen, Tuomas A. & D'Errico, Marco & Battiston, Stefano"
2040,Fiscal spillovers in the euro area a model-based analysis,"Vetlov, Igor & Attinasi, Maria Grazia & Lalik, Magdalena"
2039,Macroeconomic effects of secondary market trading,"Neuhann, Daniel"
2038,Stagnation traps,"Benigno, Gianluca & Fornaro, Luca"
2037,The time dimension of the links between loss given default and the macroeconomy,"Seidler, Jakub & Konečný, Tomáš & Belyaeva, Aelita & Belyaev, Konstantin"
2036,Fiscal reaction function and fiscal fatigue: evidence for the euro area,"Checherita-Westphal, Cristina & Žďárek, Václav"
2035,Safe assets: a review,"Golec, Pascal & Perotti, Enrico"
2034,The implications of global and domestic credit cycles for emerging market economies: measures of finance-adjusted output gaps,"Grintzalis, Ioannis & Lodge, David & Manu, Ana-Simona"
2033,The inflation risk premium in the post-Lehman period,"Camba-Méndez, Gonzalo & Werner, Thomas"
2032,Government guarantees and financial stability,"Carletti, Elena & Leonello, Agnese & Allen, Franklin & Goldstein, Itay"
2031,"How robust is the result that the cost of ""leaning against the wind"" exceeds the benefit?","Svensson, Lars E. O."
2030,"Financial transaction taxes, market composition, and liquidity","Hoffmann, Peter & Colliard, Jean-Edouard"
2029,Macro stress testing euro area banks' fees and commissions,"Kok, Christoffer & Pancaro, Cosimo & Mirza, Harun"
2028,A stochastic forward-looking model to assess the profitability and solvency of European insurers,"Kok, Christoffer & Pancaro, Cosimo & Berdin, Elia"
2027,Economic crises and the eligiblity for the lender of last resort: evidence from 19th century France,"Jobst, Clemens & Bignon, Vincent"
2026,A panel VAR analysis of macro-financial imbalances in the EU,"Comunale, Mariarosaria"
2025,"Optimizing policymakers' loss functions in crisis prediction: before, within or after?","Sarlin, Peter & von Schweinitz, Gregor"
2024,"Global inflation: the role of food, housing and energy prices","Parker, Miles"
2023,Starting from a blank page? Semantic similarity in central bank communication and market volatility,"Ehrmann, Michael & Talmi, Jonathan"
2022,The role of counterparty risk and asymmetric information in the interbank market,"Cappelletti, Giuseppe & Guazzarotti, Giovanni"
2021,The effect of public investment in Europe: a model-based assessment,"Vetlov, Igor & Ferdinandusse, Marien & de Jong, Jasper & Funda, Josip"
2020,High frequency trading and fragility,"Cespa, Giovanni & Vives, Xavier"
2019,The impact of constrained monetary policy on fiscal multipliers on output and inflation,"Bletzinger, Tilman & Lalik, Magdalena"
2018,"Exchange rate prediction redux: new models, new data, new currencies","Cheung, Yin-Wong & Chinn, Menzie D. & Garcia Pascual, Antonio & Zhang, Yi"
2017,Inside asset purchase programs: the effects of unconventional policy on banking competition,"Wedow, Michael & Koetter, Michael & Podlich, Natalia"
2016,Interactions between fiscal multipliers and sovereign risk premium during fiscal consolidation: model based assessment for the euro area,"Lalik, Magdalena"
2015,Forecasting euro area inflation using targeted predictors: is money coming back?,"Sousa, João & Falagiarda, Matteo"
2014,The drivers of revenue productivity: a new decomposition analysis with firm-level data,"di Mauro, Filippo & Mion, Giordano & Stöhlker, Daniel"
2013,Regular versus lump-sum payments in union contracts and household consumption,"Zizza, Roberta & Adamopoulou, Effrosyni"
2012,Modeling euro area bond yields using a time-varying factor model,"Lo Duca, Marco & Adam, Tomáš"
2011,Understanding sovereign rating movements in euro area countries,"Pierluigi, Beatrice & Brůha, Jan & Setzer, Ralph & Karber, Moritz"
2010,The systemic implications of bail-in: a multi-layered network approach,"Kok, Christoffer & Hałaj, Grzegorz & Hüser, Anne-Caroline & Perales, Cristian & van der Kraaij, Anton"
2009,Securitization and credit quality,"Ongena, Steven & Kara, Alper & Marqués-Ibáñez, David"
2008,Banks credit and productivity growth,"di Mauro, Filippo & Ottaviano, Gianmarco I.P. & Hassan, Fadi"
2007,The rational inattention filter,"Matějka, Filip & Wiederholt, Mirko & Maćkowiak, Bartosz"
2006,Demographics and inflation,"Nickel, Christiane & Bobeica, Elena & Lis, Eliza & Sun, Yiqiao"
2005,Low inflation and monetary policy in the euro area,"Neri, Stefano & Nobili, Andrea & Conti, Antonio M."
2004,Mind the output gap: the disconnect of growth and inflation during recessions and convex Phillips curves in the euro area,"Semmler, Willi & Gross, Marco"
2003,Exchange rate pass-through in the euro area,"Comunale, Mariarosaria & Kunovac, Davor"
2002,Changing prices... changing times: evidence for Italy,"Fabiani, Silvia & Porqueddu, Mario"
2001,Will US inflation awake from the dead? The role of slack and non-linearities in the Phillips curve,"Baumann, Ursel & Albuquerque, Bruno"
2000,Missing disinflation and missing inflation: the puzzles that aren't,"Jarociński, Marek & Bobeica, Elena"
1999,The long-term distribution of expected inflation in the euro area: what has changed since the great recession?,"Kenny, Geoff & Dovern, Jonas"
1998,Inflation anchoring in the euro area,"Speck, Christian"
1997,Tail co-movement in inflation expectations as an indicator of anchoring,"Natoli, Filippo & Sigalotti, Laura"
1996,A new indicator of inflation expectations anchoring,"Natoli, Filippo & Sigalotti, Laura"
1995,Unconventional monetary policy and the anchoring of inflation expectations,"Ciccarelli, Matteo & García, Juan Angel & Montes-Galdón, Carlos"
1994,"Trust, but verify. De-anchoring of inflation expectations under learning and heterogeneity","Locarno, Alberto & Delle Monache, Davide & Busetti, Fabio & Gerali, Andrea"
1993,"Trade, finance or policies: what drives the cross-border spill-over of business cycles?","Stracca, Livio & Montinari, Letizia"
1992,Pricing of bonds and equity when the zero lower bound is relevant,"Kick, Heinrich"
1991,Below the zero lower bound: a shadow-rate term structure model for the euro area,"Lemke, Wolfgang & Vladu, Andreea Liliana"
1990,Financial inclusion: what’s it worth?,"Ehrmann, Michael & Ampudia, Miguel"
1989,Revenue elasticities in euro area countries,"Koester, Gerrit & Priesmeier, Christoph"
1988,"Macroeconomic stabilization, monetary-fiscal interactions, and Europe’s monetary union","Corsetti, Giancarlo & Dedola, Luca & Jarociński, Marek & Maćkowiak, Bartosz & Schmidt, Sebastian"
1987,Determinants of sub-sovereign bond yield spreads: the role of fiscal fundamentals and federal bailout expectations,"Beck, Roland & Ferrucci, Gianluigi & Hantzsche, Arno & Rau-Goehring, Matthias"
1986,A global trade model for the euro area,"Osbat, Chiara & D'Agostino, Antonello & Modugno, Michele"
1985,The risk-adjusted monetary policy rule,"Schmidt, Sebastian & Nakata, Taisuke"
1984,Towards more resilient economies: the role of well-functioning economic structures,"Sondermann, David"
1983,Bank efficiency and regional growth in Europe: new evidence from micro-data,"Belke, Ansgar & Setzer, Ralph & Haskamp, Ulrich"
1982,The impact of disasters on inflation,"Parker, Miles"
1981,Capital and labour (mis)allocation in the euro area: some stylized facts and determinants,"Gamberoni, Elisa & Giordano, Claire & Lopez-Garcia, Paloma"
1980,"US-euro area term structure spillovers, implications for central banks","Nyholm, Ken"
1979,Correlation changes between the risk-free rate and sovereign yields of euro area countries,"De Santis, Roberto A. & Stein, Michael"
1978,Mending the broken link: heterogeneous bank lending and monetary policy pass-through,"Altavilla, Carlo & Canova, Fabio & Ciccarelli, Matteo"
1977,Home bias in bank sovereign bond purchases and the bank-sovereign nexus,"Vlassopoulos, Thomas & C. Andreeva, Desislava"
1976,Gradualism and liquidity traps,"Schmidt, Sebastian & Nakata, Taisuke"
1975,"Contagion, spillover and interdependence","Rigobon, Roberto"
1974,How exporters set prices: evidence from a large behavioural survey,"Parker, Miles"
1973,The optimal conduct of central bank asset purchases,"Darracq Pariès, Matthieu & Kühl, Michael"
1972,Forecast combination for euro area inflation: a cure in times of crisis?,"Hubrich, Kirstin & Skudelny, Frauke"
1971,Crisis severity and the international trade network,"Endrész, Marianna & Skudelny, Frauke"
1970,Firm responses to employment subsidies: a regression discontinuity approach to the 2012 Spanish labour market reform,"Gamberoni, Elisa & Gradeva, Katerina & Weber, Sebastian"
1969,Bank exposures and sovereign stress transmission,"Altavilla, Carlo & Pagano, Marco & Simonelli, Saverio"
1968,Carry trades and monetary conditions,"Falconio, Andrea"
1967,The response of asset prices to monetary policy shocks: stronger than thought,"Alessi, Lucia & Kerssenfischer, Mark"
1966,An inflation-predicting measure of the output gap in the euro area,"Lenza, Michele & Jarociński, Marek"
1965,Bank interest rate setting in the euro area during the Great Recession,"Camba-Méndez, Gonzalo & Durré, Alain & Mongelli, Francesco Paolo"
1964,Signals from the government: policy disagreement and the transmission of fiscal shocks,"Cimadomo, Jacopo & Callegari, Giovanni & Ricco, Giovanni"
1963,"Institutions, public debt and growth in Europe","Moshammer, Edmund & Pierluigi, Beatrice & Masuch, Klaus"
1962,Multiplex interbank networks and systemic importance: an application to European data,"Aldasoro, Iñaki & Alves, Iván"
1961,Have FOMC minutes helped markets to predict FED funds rate changes?,"Jung, Alexander"
1960,Got rejected? Real effects of not getting a loan,"Berg, Tobias"
1959,"Interbank loans, collateral and modern monetary policy","Wolski, Marcin & van de Leur, Michiel"
1958,How you export matters: the disassortative structure of international trade,"Joseph, Andreas & Osbat, Chiara"
1957,Net debt supply shocks in the euro area and the implications for QE,"Blattner, Tobias Sebastian & Joyce, Michael A. S."
1956,The ECB's asset purchase programme: an early assessment,"Breckenfelder, Johannes & De Fiore, Fiorella & Andrade, Philippe & Karadi, Peter & Tristani, Oreste"
1955,Has the exchange rate pass through recently declined in the euro area?,"Özyurt, Selin"
1954,Credit constraints and the international propagation of US financial shocks,"Hilberg, Björn & Grill, Michael & Metiu, Norbert"
1953,"Animal spirits, fundamental factors and business cycle fluctuations","Dées, Stéphane & Zimic, Srečko"
1952,The great moderation in international capital flows: a global phenomenon?,"Schmitz, Martin & McQuade, Peter"
1951,The effectiveness of non-standard monetary policy measures: evidence from survey data,"Altavilla, Carlo & Giannone, Domenico"
