ID,Title,Author
2018-029,Reconsidering the Consequences of Worker Displacements : Firm versus Worker Perspective,Aaron Flaaen & Matthew D. Shapiro & Isaac Sorkin
2018-028,Optimal Public Debt with Life Cycle Motives,William B. Peterman & Erick Sager
2018-027,The Regulatory and Monetary Policy Nexus in the Repo Market,Sriya Anbil & Zeynep Senyuz
2018-026,The Fed's Asymmetric Forecast Errors,Andrew C. Chang
2018-025,A Day Late and a Dollar Short : Liquidity and Household Formation among Student Borrowers,Sarena Goodman & Adam Isen & Constantine Yannelis
2018-024,How Much has Wealth Concentration Grown in the United States? A Re-Examination of Data from 2001-2013,Jesse Bricker & Alice M. Henriques & Lars Peter Hansen
2018-023,New Perspectives on the Decline of U.S. Manufacturing Employment,Teresa C. Fort & Justin R. Pierce & Peter K. Schott
2018-022,Collateral Runs,Sebastian Infante & Alexandros Vardoulakis
2018-021,Spectral Backtests of Forecast Distributions with Application to Risk Management,Michael B. Gordy & Alexander J. McNeil
2018-020,The Impact of the Current Expected Credit Loss Standard (CECL) on the Timing and Comparability of Reserves,Sarah Chae & Robert F. Sarama & Cindy M. Vojtech & James Z. Wang
2018-019,“Unconventional” Monetary Policy as Conventional Monetary Policy : A Perspective from the U.S. in the 1920s,Mark A. Carlson & Burcu Duygan-Bump
2018-018,"Liquidity Requirements, Free-Riding, and the Implications for Financial Stability Evidence from the Early 1900s",Mark A. Carlson & Matthew Jaremski
2018-017,Transparency and Collateral : Central versus Bilateral Clearing,Gaetano Antinolfi & Francesca Carapella & Francesco Carli
2018-016,Liquidity Crises in the Mortgage Market,"Kim, You Suk & Laufer, Steven & Pence, Karen M. & Stanton, Richard & Wallace, Nancy"
2018-015,Early-Stage Business Formation : An Analysis of Applications for Employer Identification Numbers,Kimberly Bayard & Emin M. Dinlersoz & Timothy Dunne & John Haltiwanger & Javier Miranda & John J. Stevens
2018-014,US Monetary Policy and International Bond Markets,Simon Gilchrist & Vivian Z. Yue & Egon Zakrajsek
2018-013,"Seven Fallacies Concerning Milton Friedman's ""The Role of Monetary Policy""",Edward Nelson
2018-012,Household's Balance Sheets and the Effect of Fiscal Policy,Javier Andres & Jose E. Bosca & Javier Ferri & Cristina Fuentes-Albero
2018-011,Claim Dilution in the Municipal Debt Market,Ivan T. Ivanov & Thomas Zimmermann
2018-010,Top Income Concentration and Volatility,Jeffrey P. Thompson & Michael Parisi & Jesse Bricker
2018-009,Financing Affordable and Sustainable Homeownership with Fixed-COFI Mortgages,Wayne Passmore & Alexander H. von Hafften
2018-008,A Global Lending Channel Unplugged? Does U.S. Monetary Policy Affect Cross-border and Affiliate Lending by Global U.S. Banks?,"Temesvary, Judit & Ongena, Steven & Owen, Ann L."
2018-007,Changing Business Dynamism and Productivity : Shocks vs. Responsiveness,Ryan Decker & John Haltiwanger & Ron S. Jarmin & Javier Miranda
2018-006,Bank Market Power and the Risk Channel of Monetary Policy,Elena Afanasyeva & Jochen Guntner
2018-005,Using Payroll Processor Microdata to Measure Aggregate Labor Market Activity,Tomaz Cajner & Leland Crane & Ryan Decker & Adrian Hamins-Puertolas & Christopher J. Kurz & Tyler Radler
2018-004,Quantitative Easing and the “New Normal” in Monetary Policy,Michael T. Kiley
2018-003,Entrepreneurship and State Taxation,E. Mark Curtis & Ryan Decker
2018-002,Fiscal Implications of the Federal Reserve's Balance Sheet Normalization,Michele Cavallo & Marco Del Negro & W. Scott Frame & Jamie Grasing & Benjamin A. Malin & Carlo Rosa
2018-001,"Inequality in 3-D : Income, Consumption, and Wealth",Jonathan D. Fisher & David Johnson & Timothy Smeeding & Jeffrey P. Thompson
2017-125,Quantitative Easing and Bank Risk Taking: Evidence from Lending,"Kandrac, John & Schlusche, Bernd"
2017-124,Interest on Reserves and Arbitrage in Post-Crisis Money Markets,Marco Macchiavelli & Thomas Keating
2017-123,Can Macroprudential Measures Make Cross-Border Lending More Resilient? Lessons from the Taper Tantrum,Elod Takats & Judit Temesvary
2017-122,New Evidence on an Old Unanswered Question : Why Some Borrowers Purchase Credit Insurance and Other Debt Protection and Some Do Not,Thomas A. Durkin & Gregory E. Elliehausen
2017-121,"Investor Concentration, Flows, and Cash Holdings : Evidence from Hedge Funds",Mathias S. Kruttli & Phillip J. Monin & Sumudu W. Watugala
2017-120,Investment Responses to Trade Liberalization : Evidence from U.S. Industries and Establishments,Justin R. Pierce & Peter K. Schott
2017-119,"Dealers' Insurance, Market Structure, And Liquidity",Francesca Carapella & Cyril Monnet
2017-118,"Housing Bust, Bank Lending & Employment : Evidence from Multimarket Banks",David P. Glancy
2017-117,Liquidity from Two Lending Facilities,"Anbil, Sriya & Vossmeyer, Angela"
2017-116,Customer Liquidity Provision : Implications for Corporate Bond Transaction Costs,Jaewon Choi & Yesol Huh
2017-115,"Bank Failures, Capital Buffers, and Exposure to the Housing Market Bubble",Gazi Kara & Cindy M. Vojtech
2017-114,Updates to the Sampling of Wealthy Families in the Survey of Consumer Finances,Jesse Bricker & Alice M. Henriques & Kevin B. Moore
2017-113,Identification of Monetary Policy Shocks with External Instrument SVAR,Kyungmin Kim
2017-112,The Continuing Validity of Monetary Policy Autonomy Under Floating Exchange Rates,Edward Nelson
2017-111,"Common Factors, Trends, and Cycles in Large Datasets",Matteo Barigozzi & Matteo Luciani
2017-110,An Assessment of the National Establishment Time Series (NETS) Database,Keith Barnatchez & Leland Crane & Ryan Decker
2017-109,Mechanics of Linear Quadratic Gaussian Rational Inattention Tracking Problems,Chad Fulton
2017-108,The Great Recession and a Missing Generation of Exporters,William F. Lincoln & Andrew H. McCallum & Michael Siemer
2017-107,What's the Story? A New Perspective on the Value of Economic Forecasts,"Sharpe, Steven A. & Sinha, Nitish R. & Hollrah, Christopher A."
2017-105,"The Unequal Distribution of Economic Education : A Report on the Race, Ethnicity, and Gender of Economics Majors at US Colleges and Universities",Amanda S. Bayer & David W. Wilcox
2017-104,Taxes and the Fed : Theory and Evidence from Equities,Anthony M. Diercks & William Waller
2017-103,Trader Positions and Marketwide Liquidity Demand,Esen Onur & John S. Roberts & Tugkan Tuzun
2017-102,Measuring Inflation Anchoring and Uncertainty : A US and Euro Area Comparison,Olesya V. Grishchenko & Sarah Mouabbi & Jean-Paul Renne
2017-101,Measuring Mortgage Credit Availability : A Frontier Estimation Approach,Elliot Anenberg & Aurel Hizmo & Edward Kung & Raven S. Molloy
2017-100,Faster Payments : Market Structure and Policy Considerations,Aaron Rosenbaum & Garth Baughman & Mark D. Manuszak & Kylie Stewart & Fumiko Hayashi & Joanna Stavins
2017-099,How Does the Fed Adjust its Securities Holdings and Who is Affected?,Jane E. Ihrig & Lawrence Mize & Gretchen C. Weinbach
2017-098,On Targeting Frameworks and Optimal Monetary Policy,Martin Bodenstein & Junzhu Zhao
2017-097,Optimal Bank Regulation in the Presence of Credit and Run Risk,Anil K. Kashyap & Dimitrios P. Tsomocos & Alexandros Vardoulakis
2017-096,Reaffirming the Influence of Milton Friedman on U.K. Economic Policy,Edward Nelson
2017-095,Regular Variation of Popular GARCH Processes Allowing for Distributional Asymmetry,Todd Prono
2017-094,Why Rent When You Can Buy?,Cyril Monnet & Borghan N. Narajabad
2017-093,Did QE Lead Banks to Relax Their Lending Standards? Evidence from the Federal Reserve's LSAPs,Robert J. Kurtzman & Stephan Luck & Thomas Zimmermann
2017-092,How Have Banks Been Managing the Composition of High-Quality Liquid Assets?,"Ihrig, Jane E. & Kim, Edward & Kumbhat, Ashish & Vojtech, Cindy M. & Weinbach, Gretchen C."
2017-091,"Employment, Wages and Optimal Monetary Policy",Martin Bodenstein & Junzhu Zhao
2017-090,Improving the 30-Year Fixed-Rate Mortgage,"Passmore, Wayne & Hafften, Alexander H. von"
2017-089,Whose Child Is This? Shifting of Dependents Among EITC Claimants Within the Same Household,David Splinter & Jeff Larrimore & Jacob Mortenson
2017-088,The Timing of Mass Layoff Episodes : Evidence from U.S. Microdata,Alison E. Weingarden
2017-087,Forward-looking and Incentive-compatible Operational Risk Capital Framework,"Migueis, Marco"
2017-086,The Effect of Interest Rates on Home Buying : Evidence from a Discontinuity in Mortgage Insurance Premiums,Neil Bhutta & Daniel R. Ringo
2017-085,Oil Price Pass-Through into Core Inflation,Cristina Conflitti & Matteo Luciani
2017-084,Why Are Banks Not Recapitalized During Crises?,Matteo Crosignani
2017-083,Managing Counterparty Risk in OTC Markets,"Frei, Christoph & Capponi, Agostino & Brunetti, Celso"
2017-082,Identifying Contagion in a Banking Network,Alan Morrison & Michalis Vasios & Mungo Wilson & Filip Zikes
2017-081,FinTech and Financial Innovation : Drivers and Depth,John W. Schindler
2017-080,Monetary Policy in a Low Interest Rate World,Michael T. Kiley & John M. Roberts
2017-079,The Effect of Bank Supervision on Risk Taking : Evidence from a Natural Experiment,John Kandrac & Bernd Schlusche
2017-078,"Firm Leverage, Labor Market Size, and Employee Pay",Timothy E Dore & Rebecca Zarutskie
2017-077,Exporting and Frictions in Input Markets : Evidence from Chinese Data,Maria D. Tito & Ruoying Wang
2017-076,Misallocation Costs of Digging Deeper into the Central Bank Toolkit,Robert J. Kurtzman & David Zeke
2017-075,The Federal Reserve's Portfolio and its Effect on Interest Rates,Jeff W. Huther & Jane E. Ihrig & Elizabeth C. Klee
2017-074,The Impact of Price Controls in Two-sided Markets : Evidence from US Debit Card Interchange Fee Regulation,Mark D. Manuszak & Krzysztof Wozniak
2017-073,How Effective is Monetary Policy at the Zero Lower Bound? Identification Through Industry Heterogeneity,Arsenios Skaperdas
2017-072,The Credit Card Act and Consumer Finance Company Lending,Gregory E. Elliehausen & Simona Hannon
2017-071,Racial Gaps in Labor Market Outcomes in the Last Four Decades and over the Business Cycle,Tomaz Cajner & Tyler Radler & David Ratner & Ivan Vidangos
2017-070,Nonlinearities in the Phillips Curve for the United States : Evidence Using Metropolitan Data,Nathan R. Babb & Alan K. Detmeister
2017-069,Investment Commonality across Insurance Companies : Fire Sale Risk and Corporate Yield Spreads,Vikram Nanda & Wei Wu & Xing Zhou
2017-068,How Large were the Effects of Emergency and Extended Benefits on Unemployment during the Great Recession and its Aftermath?,Andrew Figura & David Ratner
2017-067,Consumer Mistakes and Advertising : The Case of Mortgage Refinancing,"Grundl, Serafin J. & Kim, You Suk"
2017-066,Measuring International Uncertainty : The Case of Korea,Minchul Shin & Boyuan Zhang & Molin Zhong & Dong Jin Lee
2017-065,A Price-Differentiation Model of the Interbank Market and Its Application to a Financial Crisis,Kyungmin Kim
2017-064,Is the Rent Too High? Aggregate Implications of Local Land-Use Regulation,Devin Bunten
2017-063,Macroeconomic Implications of Oil Price Fluctuations : A Regime-Switching Framework for the Euro Area,Fédéric Holm-Hadulla & Kirstin Hubrich
2017-062,Comparing Cross-Country Estimates of Lorenz Curves Using a Dirichlet Distribution Across Estimators and Datasets,"Chang, Andrew C. & Li, Phillip & Martin, Shawn M."
2017-061,"Fiscal Policy and Aggregate Demand in the U.S. Before, During and Following the Great Recession",David B. Cashin & Jamie Lenney & Byron F. Lutz & William B. Peterman
2017-060,Money-Financed Fiscal Programs : A Cautionary Tale,William B. English & Christopher J. Erceg & J. David Lopez-Salido
2017-059,Measuring the Natural Rate of Interest : A Note on Transitory Shocks,"Lewis, Kurt F. & Vazquez-Grande, Francisco"
2017-058,Macro Risks and the Term Structure of Interest Rates,Geert Bekaert & Eric Engstrom & Andrey Ermolov
2017-057,A Collateral Theory of Endogenous Debt Maturity,R. Matthew Darst & Ehraz Refayet
2017-056,"Safe Collateral, Arm's-Length Credit : Evidence from the Commercial Real Estate Mortgage Market",Lamont K. Black & John Krainer & Joseph B. Nichols
2017-055,The Role of Transfer Prices in Profit-Shifting by U.S. Multinational Firms : Evidence from the 2004 Homeland Investment Act,Aaron Flaaen
2017-054,"Bank Fees, Aftermarkets, and Consumer Behavior","Adams, Robert M."
2017-053,Capital Taxation with Heterogeneous Discounting and Collateralized Borrowing,Nina Biljanovska & Alexandros Vardoulakis
2017-052,Take it to the Limit : The Debt Ceiling and Treasury Yields,David B. Cashin & Erin E. Syron Ferris & Elizabeth C. Klee & Cailey Stevens
2017-051,GDP Trend-cycle Decompositions Using State-level Data,Manuel Gonzalez-Astudillo
2017-050,The Decline in Asset Return Predictability and Macroeconomic Volatility,Alex Hsu & Francisco J. Palomino & Charles Qian
2017-049,Borrowers in Search of Feedback : Evidence from Consumer Credit Markets,Inessa Liskovich & Maya Shaton
2017-048,Pipeline Risk in Leveraged Loan Syndication,Max Bruche & Frederic Malherbe & Ralf R. Meisenzahl
2017-047,The Cyclical Behavior of Unemployment and Wages under Information Frictions,Camilo Morales-Jimenez
2017-046,Understanding Survey Based Inflation Expectations,Travis J. Berge
2017-045,Measuring Transaction Costs in the Absence of Timestamps,Filip Zikes
2017-044,Hysteresis via Endogenous Rigidity in Wages and Participation,Cynthia L. Doniger & J. David Lopez-Salido
2017-043,The Display of Information and Household Investment Behavior,Maya Shaton
2017-042,"Divest, Disregard, or Double Down?",Brigitte Roth Tran
2017-041,Private Money Creation with Safe Assets and Term Premia,Sebastian Infante
2017-040,Employment Dynamics in a Signaling Model with Workers' Incentives,Alison E. Weingarden
2017-039,Commodity Prices and Labour Market Dynamics in Small Open Economies,Martin Bodenstein & Gunes Kamber & C. Thoenissen
2017-038,The Effect of Central Bank Liquidity Injections on Bank Credit Supply,Luisa Carpinelli & Matteo Crosignani
2017-037,Monetary Policy and the Predictability of Nominal Exchange Rates,"Eichenbaum, Martin & Johannsen, Benjamin K. & Rebelo, Sergio"
2017-036,Reputation and Investor Activism,Travis L. Johnson & Nathan Swem
2017-035,The Household Expenditure Response to a Consumption Tax Rate Increase,David B. Cashin
2017-034,An Empirical Economic Assessment of the Costs and Benefits of Bank Capital in the US,Simon Firestone & Amy Lorenc & Benjamin Ranish
2017-033,Private and Public Liquidity Provision in Over-the-Counter Markets,David M. Arseneau & David Rappoport & Alexandros Vardoulakis
2017-032,On Intergenerational Immobility : Evidence that Adult Credit Health Reflects the Childhood Environment,"Goodman, Sarena & Henriques, Alice M. & Mezza, Alvaro A."
2017-031,Are Central Cities Poor and Non-White?,Jenny Schuetz & Arturo Gonzalez & Jeff Larrimore & Ellen A. Merry & Barbara J. Robles
2017-030,How Would US Banks Fare in a Negative Interest Rate Environment?,David M. Arseneau
2017-029,Estimating the Competitive Effects of Common Ownership,"Gramlich, Jacob P. & Grundl, Serafin J."
2017-028,The Skewness of the Price Change Distribution : A New Touchstone for Sticky Price Models,Daniel Villar Vallenas & Shaowen Luo
2017-027,Looking Inside the Magic 8 Ball : An Analysis of Sales Forecasts using Italian Firm-Level Data,Maria D. Tito
2017-026,The Transmission of Monetary Policy through Bank Lending : The Floating Rate Channel,Filippo Ippolito & Ali K. Ozdagli & Ander Perez
2017-025,Precautionary On-the-Job Search over the Business Cycle,Hie Joo Ahn & Ling Shao
2017-024,A Likelihood-Based Comparison of Macro Asset Pricing Models,Andrew Y. Chen & Rebecca Wasyk & Fabian Winkler
2017-023,Information in Financial Markets : Who Gets It First?,Nathan Swem
2017-022,Going Entrepreneurial? IPOs and New Firm Creation,Tania Babina & Paige P. Ouimet & Rebecca Zarutskie
2017-021,Are Basel's Capital Surcharges for Global Systemically Important Banks Too Small?,Wayne Passmore & Alexander H. von Hafften
2017-020,Gauging the Uncertainty of the Economic Outlook Using Historical Forecasting Errors : The Federal Reserve's Approach,David L. Reifschneider & Peter Tulip
2017-019,"Declining Dynamism, Allocative Efficiency, and the Productivity Slowdown",Ryan Decker & John Haltiwanger & Ron S. Jarmin & Javier Miranda
2017-018,Macroeconomic Forecasting in Times of Crises,Pablo Guerron-Quintana & Molin Zhong
2017-017,Lining Up : Survey and Administrative Data Estimates of Wealth Concentration,Arthur B. Kennickell
2017-016,ICT Asset Prices : Marshaling Evidence into New Measures,"Byrne, David M. & Corrado, Carol"
2017-015,ICT Services and their Prices: What do they tell us about Productivity and Technology?,"Byrne, David M. & Corrado, Carol"
2017-014,Firm Networks and Asset Returns,"Ramirez, Carlos"
2017-013,To Build or to Buy? The Role of Local Information in Credit Market Development,Teng Wang
2017-012,Does Knowledge Protection Benefit Shareholders? Evidence from Stock Market Reaction and Firm Investment in Knowledge Assets,Buhui Qiu & Teng Wang
2017-011,The (Unintended?) Consequences of the Largest Liquidity Injection Ever,Matteo Crosignani & Miguel Faria-e-Castro & Luis Fonseca
2017-010,Minimum Wages and Consumer Credit : Impacts on Access to Credit and Traditional and High-Cost Borrowing,"Dettling, Lisa J. & Hsu, Joanne W."
2017-009,Capital Misallocation and Secular Stagnation,Andrea Caggese & Ander Perez
2017-008,"Credit Scores, Social Capital, and Stock Market Participation",Jesse Bricker & Geng Li
2017-007,Managing Stigma during a Financial Crisis,Sriya Anbil
2017-006,Heaping at Round Numbers on Financial Questions : The Role of Satisficing,"Gideon, Michael & Helppie-McFall, Brooke & Hsu, Joanne W."
2017-005,How Fast are Semiconductor Prices Falling?,David M. Byrne & Stephen D. Oliner & Daniel E. Sichel
2017-004,A Unified Framework for Dimension Reduction in Forecasting,Alessandro Barbarino & Efstathia Bura
2017-003,Bond Market Intermediation and the Role of Repo,Yesol Huh & Sebastian Infante
2017-002,Household Incomes in Tax Data : Using Addresses to Move from Tax Unit to Household Income Distributions,Jeff Larrimore & Jacob Mortenson & David Splinter
2017-001,The Currency Dimension of the Bank Lending Channel in International Monetary Transmission,Elod Takats & Judit Temesvary
2016-104,Forecast Combination for Euro Area Inflation - A Cure in Times of Crisis?,Kirstin Hubrich & Frauke Skudelny
2016-103,"Identity, Identification and Identifiers : The Global Legal Entity Identifier System",Arthur B. Kennickell
2016-102,The Volcker Rule and Market-Making in Times of Stress,Jack Bao & Maureen O'Hara & Xing Zhou
2016-101,The Effect of Banks' Financial Position on Credit Growth : Evidence from OECD Countries,David Rappoport
2016-100,Does Hedging with Derivatives Reduce the Market's Perception of Credit Risk?,Sriya Anbil & Alessio Saretto & Heather Tookes
2016-099,When Can Trend-Cycle Decompositions Be Trusted?,Manuel Gonzalez-Astudillo & John M. Roberts
2016-098,The Effects of Mortgage Credit Availability : Evidence from Minimum Credit Score Lending Rules,Steven Laufer & Andrew D. Paciorek
2016-097,"Options, Equity Risks, and the Value of Capital Structure Adjustments",Paul Borochin & Jie Yang
2016-096,Monetary Policy Implementation and Private Repo Displacement : Evidence from the Overnight Reverse Repurchase Facility,Alyssa G. Anderson & John Kandrac
2016-095,"Distributed Ledger Technology in Payments, Clearing, and Settlement","Mills, David C. & Wang, Kathy & Malone, Brendan & Ravi, Anjana & Marquardt, Jeffrey C. & Chen, Clinton & Badev, Anton & Brezinski, Timothy & Fahy, Linda & Liao, Kimberley & Kargenian, Vanessa & Ellithorpe, Max & Ng, Wendy & Baird, Maria"
2016-094,Trade Liberalization and Mortality : Evidence from U.S. Counties,Justin R. Pierce & Peter K. Schott
2016-093,Learning from History : Volatility and Financial Crises,Jon Danielsson & Marcela Valenzuela & Ilknur Zer
2016-092,Gradualism and Liquidity Traps,Taisuke Nakata & Sebastian Schmidt
2016-091,Institutional Herding and Its Price Impact : Evidence from the Corporate Bond Market,Fang Cai & Song Han & Dan Li & Yi Li
2016-090,The Effects of Liquidity Regulation on Bank Demand in Monetary Policy Operations,Marcelo Rezende & Mary-Frances Styczynski & Cindy M. Vojtech
2016-089,Exploring Online and Offline Informal Work : Findings from the Enterprising and Informal Work Activities (EIWA) Survey,Barbara J. Robles & Marysol McGee
2016-088,The Effects of Institutional Investor Objectives on Firm Valuation and Governance,Paul Borochin & Jie Yang
2016-087,Counterparty Risk and Counterparty Choice in the Credit Default Swap Market,Wenxin Du & Salil Gadgil & Michael B. Gordy & Clara Vega
2016-086,Earnings Management and Corporate Investment Decisions,Brandon Julio & Youngsuk Yook
2016-085,Equilibrium Yield Curves and the Interest Rate Lower Bound,Taisuke Nakata & Hiroatsu Tanaka
2016-084,Effects of Changing Monetary and Regulatory Policy on Overnight Money Markets,Elizabeth C. Klee & Zeynep Senyuz & Emre Yoldas
2016-083,Closed-Form Estimation of Finite-Order ARCH Models: Asymptotic Theory and Finite-Sample Performance,"Prono, Todd"
2016-082,Evidence for the Effects of Mergers on Market Power and Efficiency,Bruce A. Blonigen & Justin R. Pierce
2016-081,Do Mortgage Subsidies Help or Hurt Borrowers?,David Rappoport
2016-080,Understanding the New Normal : The Role of Demographics,Etienne Gagnon & Benjamin K. Johannsen & J. David Lopez-Salido
2016-079,"Reserve Balances, the Federal Funds Market and Arbitrage in the New Regulatory Framework",Ayelen Banegas & Manjola Tase
2016-078,Non-Linear Phillips Curves with Inflation Regime-Switching,Jeremy J. Nalewaik
2016-077,"Near-Money Premiums, Monetary Policy, and the Integration of Money Markets : Lessons from Deregulation",Mark Carlson & David C. Wheelock
2016-076,Measuring the Informativeness of Market Statistics,Kyungmin Kim
2016-075,"Search, Matching and Training",Christopher J. Flinn & Ahu Gemici & Steven Laufer
2016-074,Endogenous Debt Maturity and Rollover Risk,Emanuele Brancati & Marco Macchiavelli
2016-073,Measuring the Natural Rate of Interest : International Trends and Determinants,"Holston, Kathryn & Laubach, Thomas & Williams, John C."
2016-072,Tempered Particle Filtering,"Herbst, Edward & Schorfheide, Frank"
2016-071,"Mutual Fund Flows, Monetary Policy and Financial Stability","Banegas, Ayelen & Montes-Rojas, Gabriel & Siga, Lucas"
2016-070,Benchmarking Operational Risk Models,"Curti, Filippo & Ergen, Ibrahim & Le, Minh & Migueis, Marco & Stewart, Rob T."
2016-069,The Bank as Grim Reaper : Debt Composition and Bankruptcy Thresholds,Mark S. Carey & Michael B. Gordy
2016-068,Gauging the Ability of the FOMC to Respond to Future Recessions,David L. Reifschneider
2016-067,Financial Stability and Optimal Interest-Rate Policy,Andrea Ajello & Thomas Laubach & J. David Lopez-Salido & Taisuke Nakata
2016-066,Sectoral Dynamics and Business Cycles,Manjola Tase
2016-065,Accurate Evaluation of Expected Shortfall for Linear Portfolios with Elliptically Distributed Risk Factors,"Dobrev, Dobrislav & Nesmith, Travis D. & Oh, Dong Hwan"
2016-064,Trading Relationships in the OTC Market for Secured Claims : Evidence from Triparty Repos,Song Han & Kleopatra Nikolaou
2016-063,Heterogeneity in the Dynamics of Disaggregate Unemployment,"Ahn, Hie Joo"
